gene,importance
ZBED5,4.824196439548304e-05
IFI44L,4.783701614302482e-05
CCDC115,4.780519250257762e-05
ARMCX3,4.7783842624673446e-05
RSAD2,4.77348371112655e-05
MLC1,4.7667077307476016e-05
RPARP-AS1,4.759952202031549e-05
MRPL55,4.735235104029388e-05
SH3BGRL2,4.7299832032485914e-05
ABCC1,4.727822465581994e-05
TANC1,4.7219464920701394e-05
B4GALT7,4.7182037152656565e-05
NEPRO,4.6956618458057264e-05
ZNF713,4.6844135802523226e-05
LY96,4.6762924159235565e-05
KDM4B,4.675937564225033e-05
GATA1,4.675278487560736e-05
TTLL7,4.6504818144908965e-05
GFER,4.642822052270237e-05
TRNAU1AP,4.630837474696569e-05
TIFA,4.6306093669306944e-05
RFX3,4.6263168522017956e-05
GPAM,4.621885530397224e-05
NINJ2,4.599208512009087e-05
PRADC1,4.592113011418492e-05
ZNF227,4.584218319592283e-05
WASL,4.583526001657748e-05
GABPA,4.557348495611672e-05
FTCDNL1,4.5527714983898306e-05
ZNF800,4.541373976670653e-05
EEF1AKMT1,4.532443624196942e-05
FAM129B,4.511930808839658e-05
GRAMD1A,4.5118689540742956e-05
TMEM136,4.490062278625583e-05
CNNM3,4.475391969651202e-05
ZNF286A,4.4706491089597605e-05
PLEKHA7,4.465787120975196e-05
PNPO,4.456326040045514e-05
C11orf49,4.420448929859768e-05
PPIAP30,4.418361399857202e-05
PCIF1,4.388806312517899e-05
HPGDS,4.381248429763691e-05
RXRA,4.367714664522221e-05
CROCC,4.365900420769262e-05
STK25,4.351858477360502e-05
SLC33A1,4.327411901710754e-05
TOMM34,4.324526837283789e-05
C1orf123,4.3230938186874974e-05
PALLD,4.32231053708138e-05
RELB,4.29442040034391e-05
NUPL2,4.28765807737399e-05
RFTN2,4.284868935705605e-05
MX1,4.27508512115603e-05
LNPEP,4.27222776545331e-05
PLEKHA1,4.270391905946243e-05
LEPR,4.264958288338095e-05
SDHAP3,4.252516470329712e-05
PIGQ,4.252026337852349e-05
STOML1,4.2446411571241e-05
ZNF407,4.24159127360892e-05
PP7080,4.2361152012287465e-05
GTPBP6,4.229197037478036e-05
ATG4C,4.2252552733392044e-05
SRP14-AS1,4.2190644150953397e-05
FCER1A,4.217928077248051e-05
NDEL1,4.2131928361384214e-05
SPIB,4.212056665998896e-05
CD3D,4.2055205451311294e-05
TLN2,4.192011213209072e-05
STARD8,4.189542495593677e-05
RYK,4.184578436879951e-05
CYSLTR2,4.183502938724424e-05
WDSUB1,4.174310652900817e-05
PIM2,4.162546025383249e-05
UBL7-AS1,4.1554915166921326e-05
TCTEX1D1,4.1464303981382764e-05
TVP23C,4.1426289817779163e-05
UCA1,4.1226286341793986e-05
GYPA,4.112959750021461e-05
PEX3,4.110134348397851e-05
UNC45A,4.1091471515526754e-05
CACNB2,4.0876428684062857e-05
VPS33B,4.073577198897134e-05
VPREB3,4.065164564528826e-05
CCR7,4.0615388312845864e-05
TMEM218,4.058153556117434e-05
SYNRG,4.055124789457098e-05
STIM2,4.046558690232261e-05
GYG2,4.039060498743634e-05
ZNF595,4.028166876699594e-05
ADPRM,4.026504873624831e-05
LOC389765,4.015319205552757e-05
CAMK1,4.0077777720437403e-05
MTOR,3.9932455734788405e-05
ALDH3A2,3.981478808470637e-05
CTAGE7P,3.977581796888896e-05
DHX16,3.9709028848495094e-05
SLC16A6,3.9656804811129484e-05
GMDS,3.9617193272882464e-05
TTC12,3.944286690322532e-05
LOC100294145,3.941548764205176e-05
TUBGCP4,3.920960354245365e-05
SLC8B1,3.912358126268907e-05
GRAMD1B,3.8984534250616224e-05
MAP2K1,3.8932831400547216e-05
STK40,3.8925021906798415e-05
LCMT1,3.8663312438875904e-05
CPNE2,3.8658022371218174e-05
ALOX5,3.8499871464514475e-05
PTP4A3,3.843865691884937e-05
CDK14,3.832151593382671e-05
KYNU,3.824739418732294e-05
YRDC,3.8234314682667294e-05
PLS3,3.8135478598803173e-05
DBNDD2,3.8128663888339585e-05
PIGN,3.812288174671765e-05
TEKT4P2,3.8076889659428103e-05
PRKCQ-AS1,3.800847680397416e-05
NUMB,3.797613885879243e-05
RND2,3.774417180984777e-05
ZNF26,3.766597195192907e-05
ALPK1,3.747160973029857e-05
ZNF879,3.745218246202023e-05
LINC01504,3.743561466495224e-05
PIEZO1,3.7411727432160005e-05
TCL1A,3.739903591272305e-05
PDE5A,3.735183196204206e-05
HAL,3.731965460666622e-05
RNF111,3.725323689310445e-05
ZNF524,3.723393826891932e-05
PCED1A,3.7082581577131365e-05
SLC15A4,3.705773801463348e-05
HIVEP2,3.6979921009036506e-05
ZNF528-AS1,3.696386516228897e-05
FAS,3.694424775949181e-05
PHRF1,3.6876431070799896e-05
MPI,3.68370460702309e-05
APLF,3.6595771526160326e-05
RPS4Y2,3.6586938197058364e-05
KCNMB3,3.6532529169601647e-05
APOE,3.6523535902587825e-05
LOC101926935,3.649677749279242e-05
STAR,3.648157091418109e-05
ABCB7,3.644176339131719e-05
SERPINI1,3.643883195555232e-05
TIGD2,3.643828015019922e-05
DNAJC16,3.640614099221038e-05
LINC00367,3.639478522457069e-05
TMEM143,3.6391750157186685e-05
SIRPB1,3.6346575332963515e-05
MEPCE,3.634091398698998e-05
DDX28,3.6303335928501604e-05
KANK4,3.627224334081482e-05
LPAR1,3.622657069298485e-05
PPP1R3E,3.615493319040613e-05
CREBL2,3.6143692545525534e-05
RXFP2,3.61089066733945e-05
MIIP,3.60756457139145e-05
FBXO48,3.607111893772329e-05
LINC00216,3.600953084899593e-05
FAM114A2,3.596586857471453e-05
YTHDF3-AS1,3.5965250246495366e-05
ARMC9,3.596434631121678e-05
SEMA4C,3.5810943816269155e-05
ZNF496,3.579322342325899e-05
LRRC34,3.579062359833105e-05
TBCEL,3.574334438320444e-05
CBX8,3.5183765639675315e-05
SBNO2,3.507078913946991e-05
DEF6,3.503957224272579e-05
IL1RL1,3.492419254880552e-05
LOC100507291,3.487494618211927e-05
ECI1,3.475935377099971e-05
LENG1,3.46761273823116e-05
TIMP3,3.46287458540151e-05
TPST1,3.462162801152812e-05
MICAL2,3.460096433170914e-05
JDP2,3.453188490810977e-05
PLA2G15,3.423632279783774e-05
LRCH4,3.4223864956364495e-05
ZEB1,3.421305523823616e-05
ZCCHC3,3.420960151525155e-05
LOC100130357,3.401179659945333e-05
UBE2H,3.376633360238547e-05
NRTN,3.369921886124116e-05
CCDC81,3.3688115318989e-05
NUP160,3.36681329894934e-05
ZNF788,3.363618984020186e-05
SLC25A29,3.362121082427099e-05
DYNLL2,3.3524978100741316e-05
NCK2,3.348321025889874e-05
PCED1B-AS1,3.3459651021793555e-05
RUBCNL,3.326140506917532e-05
GSDMA,3.3114130494910174e-05
RTN1,3.297928769457689e-05
KLHL28,3.2970805007925775e-05
ADAL,3.294800408999564e-05
FN1,3.290928371998982e-05
LOC100996251,3.2876007215215176e-05
MGMT,3.284802674144174e-05
USP13,3.283300672049395e-05
COQ5,3.27483462325336e-05
MIEN1,3.268204843446794e-05
CLHC1,3.257712622387449e-05
CHI3L1,3.2474935023229295e-05
ATP6V0D1,3.246242660272144e-05
KIAA0141,3.244903231093781e-05
EME1,3.23687435064442e-05
IFITM4P,3.236052332052651e-05
COL5A1,3.2288860177792865e-05
GPR141,3.2244347154346846e-05
RRAGD,3.221837011549504e-05
CT55,3.2071311188470715e-05
CRY1,3.19887623498628e-05
MINCR,3.196085976894442e-05
BET1L,3.1908062827990484e-05
TGIF2,3.18785703234498e-05
NFATC1,3.18627736742567e-05
CTSW,3.1852754106123384e-05
LINC02486,3.1810158926708086e-05
PWWP2B,3.171497160168758e-05
PCDHA9,3.1699537795215054e-05
WT1,3.1577688080218955e-05
MIR632,3.142567581312194e-05
NOL6,3.142566000728905e-05
KLHL15,3.1417182183815784e-05
LINC01205,3.139692979028534e-05
TRIM32,3.12485593305673e-05
AMOT,3.11871470750793e-05
ARHGAP22,3.115557335946101e-05
RAG1,3.105919396391498e-05
SLC25A28,3.104980605166854e-05
MED4-AS1,3.1038939814648884e-05
LPCAT3,3.09942355245975e-05
ZNF532,3.099420253446181e-05
CXADR,3.092011517813902e-05
TBC1D10B,3.090406716557651e-05
C9orf84,3.074954758973269e-05
CSNK1D,3.0610990807803065e-05
PVR,3.0569599949380464e-05
G6PC3,3.0415717976482872e-05
C16orf74,3.0363718460791657e-05
CLN3,3.0309571480965303e-05
ZNF740,3.0124511039119786e-05
C12orf76,3.0004463769781522e-05
RALGAPB,2.9856799319484235e-05
CEACAM5,2.979684894079892e-05
ECE1,2.9735139823375157e-05
SELP,2.9721675337303585e-05
ZYG11B,2.9664861086101622e-05
ARL6,2.963129964967324e-05
SLC25A12,2.9383933133914617e-05
IFIT1,2.938009368367119e-05
SLC9B1,2.9307498605797023e-05
ZNF678,2.9220298421488202e-05
ZNF630,2.9158791873360525e-05
DNAJC3-AS1,2.914227028066009e-05
HHIP,2.9138729551471685e-05
PTGR2,2.9129856510051264e-05
USP53,2.902794634316597e-05
LINC02246,2.8935100819301895e-05
CNNM2,2.8922359354486044e-05
RP2,2.8850124365496352e-05
STK39,2.8774782719933866e-05
RIBC2,2.8774050922382595e-05
MITF,2.8750586492414273e-05
BSDC1,2.8638825040145712e-05
LINC01215,2.8607407219819184e-05
FBXL19-AS1,2.8577594759894476e-05
ZNF536,2.8567733188295713e-05
SLC25A25,2.8514525737112253e-05
LOC101929767,2.8399754627042112e-05
RTL10,2.833670284308949e-05
ABCA11P,2.8330063793848823e-05
TGFBR3,2.823520238937595e-05
TCF7,2.8059427177855463e-05
ING1,2.8054795217126106e-05
TPM2,2.8046711555932088e-05
ZDBF2,2.803185408731452e-05
MAD2L1BP,2.7989314675526907e-05
CRYZL1,2.794818813495449e-05
MAFF,2.793483298535608e-05
KAT5,2.791352300178049e-05
FLNB,2.7755240638644463e-05
HMHB1,2.769355513333902e-05
LOC100287846,2.7649697104849468e-05
ATP8B1,2.7637533582242087e-05
LOC644554,2.754329790553002e-05
PLAGL2,2.752747984458873e-05
LOC100505715,2.7491349240904105e-05
WARS2,2.7430509888187e-05
JADE2,2.7398039036980846e-05
KMO,2.7372895992934467e-05
CTSL,2.727787714417936e-05
CATSPER2P1,2.724473728465152e-05
ZNF362,2.7155847105418282e-05
ZFP82,2.7152950042009597e-05
SPATA7,2.714664551481239e-05
KL,2.7109493770862984e-05
ADGRE4P,2.7104072408131577e-05
GCNT1,2.7094695826061827e-05
AK7,2.70912848240282e-05
VGLL4,2.706481424481303e-05
MMP1,2.7014145641060883e-05
SNORD38A,2.699610427419534e-05
KLRG1,2.6976639473816714e-05
CYYR1,2.695280110087705e-05
ZNF436,2.6933468746711074e-05
DNM3OS,2.6860712463504826e-05
HIC2,2.6801515654948848e-05
CCDC121,2.675544365531052e-05
CLUH,2.6752752591198336e-05
FLAD1,2.6703928119862935e-05
EML3,2.6548622781800438e-05
SLC25A4,2.64727964217181e-05
NDUFA6-AS1,2.635833133599119e-05
ATRIP,2.6343192909471066e-05
PRDM1,2.6269764575931662e-05
MIR3142HG,2.6146332492127865e-05
NUDT12,2.613256968993268e-05
SEMA3C,2.6130801847548028e-05
KCTD6,2.609312704802189e-05
POLR2J2,2.6051136034765787e-05
MS4A2,2.6016034483070353e-05
FANCF,2.5864233015416497e-05
IKBKE,2.584485132943199e-05
YIPF1,2.5793257936639372e-05
JMJD4,2.5581630603041835e-05
PLBD2,2.555151977642058e-05
SPTB,2.5505470190874277e-05
PAPD7,2.548478368246002e-05
ASB7,2.5483190940294296e-05
TSC22D4,2.544667611037205e-05
MHENCR,2.543778050629888e-05
LOC101927021,2.537545161797481e-05
CCDC28B,2.5347459569900645e-05
LOC100131257,2.5341811324624715e-05
HS3ST3A1,2.531946390641108e-05
VPS9D1,2.528105492155854e-05
TMEM161A,2.5272321945053354e-05
P2RY10,2.5209418384889585e-05
ZNF282,2.5160742463468693e-05
ZNF559,2.5157133972360264e-05
PPBP,2.5087336438626008e-05
METTL22,2.5043019666998523e-05
RING1,2.500857105643266e-05
ICAM2,2.497995108182706e-05
IPP,2.4978247447244678e-05
DNAH1,2.4934672751664044e-05
NDUFAF5,2.4931818862270687e-05
REXO1,2.4848904399823684e-05
SEMA4A,2.4846351081706163e-05
FURIN,2.4772924356419274e-05
CC2D1B,2.4748960770999198e-05
SHROOM1,2.4613174578282687e-05
GAS2,2.460164539021041e-05
TMEM14EP,2.458182952797141e-05
SP140L,2.456798654368155e-05
ZNF836,2.45403173969958e-05
CYB5D1,2.4333090069272372e-05
BCORL1,2.4310354919372916e-05
SGCZ,2.425176275966941e-05
GIMAP8,2.4234551832227664e-05
NRGN,2.423055068578909e-05
SUGP1,2.4218065717356766e-05
ZNF571-AS1,2.4167263382392984e-05
LIME1,2.4145629504540387e-05
MARCH5,2.401990774629501e-05
ZNF214,2.4009343884635083e-05
LOC100129935,2.3982448445642716e-05
LINC02035,2.397562513616412e-05
CPSF1,2.39743742539772e-05
SLC16A11,2.3943049329816207e-05
ADGRA2,2.3923162982521892e-05
HSD17B13,2.3866943323009002e-05
UCN3,2.385600776872165e-05
TNFSF8,2.383707904860981e-05
ZNF20,2.3816293288171517e-05
KCNK6,2.3790626951398858e-05
CCDC150,2.3781290645572735e-05
TPRA1,2.3751447575626792e-05
BACE2,2.368200558200504e-05
CH17-340M24.3,2.367885848162386e-05
LINC00892,2.365542105556579e-05
ACP5,2.359646408106983e-05
ARL13B,2.35811520488492e-05
CCDC15,2.3501065020842447e-05
NDUFAF6,2.3432199925470092e-05
ADCY9,2.3426405235102767e-05
OTUD7B,2.3183400221823318e-05
IFIT2,2.3177437799694435e-05
LNX1,2.3176506229070798e-05
PQLC3,2.3174270047564143e-05
LOC101929762,2.314323778784035e-05
C1orf74,2.3135826203142547e-05
SORBS1,2.3038740281822725e-05
PIH1D2,2.299486270206334e-05
SYT17,2.2958971460223408e-05
AGPAT4,2.2953395635345332e-05
SUCLG2-AS1,2.2933893252719058e-05
A1BG,2.2911244712912716e-05
NISCH,2.2823225679721328e-05
PNPLA4,2.2799879702928e-05
TRIM7,2.2785999684542574e-05
CCDC144A,2.2695321083676654e-05
C3orf14,2.268793235888174e-05
ZFYVE26,2.262798417231915e-05
HIST1H2BL,2.2593557323963928e-05
TRPV2,2.255729537949852e-05
KLRA1P,2.2501166298202375e-05
TNKS2-AS1,2.2477558790018097e-05
FAM72B,2.2375556127133533e-05
TFB1M,2.234483731140418e-05
DCAF13P3,2.233917823833251e-05
CCDC169,2.2324864081316496e-05
FOSL2,2.232472619778172e-05
TMEM191A,2.230728553230922e-05
ZMAT5,2.2273748136783882e-05
PKIB,2.2248090892443167e-05
FANCG,2.2227240954085514e-05
LOC101928068,2.2093203951760828e-05
CYB5D2,2.2037894595774533e-05
HIGD2B,2.1988403822841662e-05
HSPBAP1,2.1921678338709116e-05
TMEM41B,2.191766332458678e-05
NFS1,2.1875251932136373e-05
ALMS1-IT1,2.1847006213566966e-05
LINC00426,2.1807710946360515e-05
SPDYE10P,2.1767155103281e-05
RASSF9,2.176483063664278e-05
VSIG10,2.1740241238051577e-05
TMUB1,2.170890988470213e-05
FOCAD,2.169930489450101e-05
TAF1C,2.169664728289535e-05
DNASE1L1,2.164940540127937e-05
LOC729162,2.1567462219057566e-05
CFAP44,2.1556752923312437e-05
TEX261,2.1491302502601596e-05
GMEB2,2.1469308213227724e-05
LOC101928504,2.1446009052988818e-05
ZDHHC7,2.1416583504115854e-05
MAF,2.1359776179211168e-05
GLI4,2.1344590116754667e-05
NT5DC4,2.1322486540688398e-05
TNFRSF10B,2.1276448853644957e-05
FAM171A1,2.127142030643286e-05
GLI2,2.1169664513119613e-05
FLYWCH1,2.108873967057789e-05
HOXC8,2.0978053455946197e-05
PABPC5-AS1,2.0937647075855246e-05
CELF2-AS1,2.088853745269778e-05
POLDIP2,2.0868271706598617e-05
TGFB3,2.0769145855504693e-05
FLVCR1-AS1,2.0750675297141383e-05
NRIP3,2.0738876625425798e-05
TBC1D17,2.05639157382352e-05
PRKACA,2.053929711243528e-05
TAX1BP3,2.0529986396624055e-05
CSAD,2.050386407709111e-05
BCAN,2.0488760826586507e-05
LINC02227,2.043562731787585e-05
SPNS2,2.0356249663416707e-05
ABHD13,2.0337059997606582e-05
CD79A,2.0293481399811758e-05
LINC00094,2.029028866307594e-05
DNAJC28,2.028752255899966e-05
DAPK1-IT1,2.028070150552564e-05
RCL1,2.027677668108456e-05
FRMD6-AS1,2.0250970099274417e-05
UPP1,2.0239572873040788e-05
TTYH3,2.0233546263816066e-05
TCEANC,2.0071909946195438e-05
XPO6,2.0067113001530323e-05
SEC14L1P1,2.0051850004435847e-05
SLC25A14,2.002808656319134e-05
C12orf10,1.996804437634144e-05
CLNK,1.9949282737239723e-05
CSMD1,1.9890666402995453e-05
PPCDC,1.9885178762643238e-05
IMMP2L,1.9868481713269077e-05
GGA3,1.9846302999492216e-05
GNRHR2,1.9778668290152488e-05
DTX2,1.976830576057151e-05
LOC101060091,1.975359478398692e-05
SIMC1,1.9741430737316897e-05
PDF,1.9675331973806575e-05
KIAA1257,1.95743223596196e-05
LRMDA,1.950966496500466e-05
TRIM8,1.950280403806507e-05
HRH2,1.944709363531396e-05
BMF,1.9437418197286175e-05
LINC01279,1.942379728119403e-05
TMEM199,1.9240305398205127e-05
MS4A4A,1.923303130028055e-05
BCAS4,1.9224294664895824e-05
ABCA1,1.9147232841289108e-05
AMT,1.9114949241249528e-05
LOC728715,1.905970176436814e-05
CCAR2,1.9045427168686662e-05
LOC101928303,1.904202515847521e-05
TGM2,1.9026399629293003e-05
GLB1L,1.901806200310791e-05
RAB9B,1.895838312958122e-05
TDRD9,1.8953733358708483e-05
LOC100507053,1.8858478384815364e-05
LINC00886,1.8842053404857586e-05
NPIPB11,1.882347111985527e-05
WDR11-AS1,1.8810597588919946e-05
LOC101928446,1.877999881515666e-05
VEGFB,1.8742053562524036e-05
NUAK2,1.872045693494972e-05
SOX2-OT,1.8629137045034908e-05
DTX3,1.8502664983276726e-05
VEPH1,1.8453537154951772e-05
RHBDD2,1.845199301365564e-05
REPIN1,1.8347033865964614e-05
ZNF558,1.831151344806939e-05
DGUOK-AS1,1.8307370559284574e-05
SLAMF8,1.8193639662429206e-05
SLFN5,1.8154247419737638e-05
PDE4DIP,1.808675893503541e-05
MTUS1,1.807334943025247e-05
PPP1R26,1.806599843120413e-05
MON1A,1.8018177020964252e-05
SIGLEC10,1.8017871099917836e-05
NAPSA,1.7987159936348263e-05
PLEKHH2,1.7936835135452586e-05
LINC01954,1.7914412309062375e-05
KLLN,1.7902875850224746e-05
PPP2R3A,1.789718842511298e-05
ZNF818P,1.789484561344025e-05
SLFN12L,1.785964280953086e-05
MIR3661,1.7837313377165152e-05
RLN1,1.7800198625585874e-05
KIAA1644,1.779820826474413e-05
EXD3,1.7672532187334155e-05
TBC1D12,1.764527328491449e-05
EEFSEC,1.7625439253885006e-05
KDM2B,1.743538490826349e-05
GAS6,1.7430910076832438e-05
HLA-F-AS1,1.7410791531198056e-05
LOC110091768,1.7324264017721177e-05
LOC101930085,1.7276124369376877e-05
MIPEPP3,1.7269405702621505e-05
LINC00694,1.7239102529442258e-05
RTL8C,1.7210759187124654e-05
TBC1D9,1.720922793025319e-05
TMEM251,1.7171946260880364e-05
IL32,1.7119807383654406e-05
STC2,1.71128947368627e-05
FAM124A,1.7091370005603772e-05
MCM3AP-AS1,1.7051772320066363e-05
GSK3A,1.700291251913818e-05
TNFAIP6,1.6990891313539402e-05
UBE2D4,1.698337734308362e-05
PLEKHO2,1.6942295234884556e-05
ZNF649,1.6934383933186452e-05
HDC,1.6913908182590155e-05
RCAN1,1.6912749106729857e-05
BCL2L15,1.690774362600087e-05
FBXW8,1.6893765176287592e-05
PSKH1,1.6763810330978776e-05
MMP25,1.670933076559145e-05
B4GALT1-AS1,1.6708816147133572e-05
LOC101927751,1.6662236145968808e-05
C8orf34,1.6621099998409766e-05
RFXAP,1.6610762293704483e-05
ZDHHC4,1.6574180593490084e-05
LINC01684,1.6564561030901287e-05
CCDC153,1.6516952378864617e-05
TMEM268,1.648825287993808e-05
WWP2,1.645690423446946e-05
LOC284023,1.638184246909276e-05
ZNF862,1.6343004367361035e-05
SLAMF6,1.6342625422228062e-05
GSTA4,1.6320843593941955e-05
ZNF16,1.6246552708858306e-05
ACAD8,1.6192147074536174e-05
SRD5A3-AS1,1.6190968252944564e-05
MGAT4B,1.6162756194861695e-05
LILRA1,1.612643023066911e-05
LOC101928617,1.610845104421944e-05
FAM86C2P,1.602595995894718e-05
ZDHHC23,1.601512075899058e-05
HCG23,1.5983461810409994e-05
IPW,1.594751591347942e-05
TAOK2,1.57547584529405e-05
FAM69C,1.57223966674427e-05
DNAJB9,1.5639432293987347e-05
TMEM177,1.5634713761324116e-05
LINC01814,1.5601846084686154e-05
ERICH2,1.5589129004089894e-05
HVCN1,1.558476526726553e-05
EIF1B-AS1,1.5579747144960708e-05
NPHP1,1.5548705404061393e-05
LOC101927354,1.5544697880676028e-05
RASD1,1.5527049436581543e-05
FBXO36,1.552433270054584e-05
BBS9,1.550446671371294e-05
TYK2,1.5497626476104148e-05
LOC100506476,1.5463877603101665e-05
ITGA2B,1.5387166411872557e-05
PRMT6,1.5340817500898294e-05
LRRC1,1.530484140937746e-05
LIPT2,1.507756719089129e-05
CLEC4GP1,1.4910806109915946e-05
ZNF784,1.484763973856954e-05
TM4SF20,1.4757093373794973e-05
ATP13A2,1.4697824127090444e-05
SNX24,1.4632589421981602e-05
LOC100289361,1.4629125742050859e-05
ZEB2-AS1,1.4625325265683473e-05
ZSCAN12P1,1.4615895897971288e-05
ST20,1.461365544144225e-05
CREB5,1.4601825614242811e-05
MARCKS,1.4524134152482643e-05
MORC4,1.44940521809637e-05
LINC00957,1.4476005558280675e-05
LOC101929680,1.444332795667489e-05
C15orf59,1.4429705876486818e-05
STRIP2,1.4425905186625694e-05
LINC00921,1.4406831770370705e-05
TMEM9B-AS1,1.435253260371523e-05
POF1B,1.4344808973372792e-05
PPBPP2,1.4331371096693113e-05
CYP2T1P,1.432375431947373e-05
C1orf115,1.4317520603309497e-05
NPRL2,1.4256657859584869e-05
PLEKHB1,1.4250712671256799e-05
CCDC191,1.4240652693632668e-05
PIK3CD-AS2,1.4229656282913295e-05
PEG3,1.417324393349979e-05
PRKAR1B,1.4146146722805956e-05
SPPL2B,1.4135557315417195e-05
LOC105372480,1.411712802486039e-05
SNORA33,1.4088317417316645e-05
RUFY4,1.4087942760214273e-05
MYOZ3,1.4087585386577727e-05
ZDHHC11,1.40527621702533e-05
LOC101927596,1.4047373812759155e-05
SERF1A,1.4019913872620356e-05
DIP2A-IT1,1.3989470311343e-05
KRBA2,1.3953686807132884e-05
LRRN2,1.3915586858852344e-05
CIRBP-AS1,1.3905257717181453e-05
FOXN3-AS2,1.3904855992331336e-05
ABHD12,1.3883002967166335e-05
S1PR1,1.3864137140131241e-05
JAKMIP2,1.3852056870805132e-05
LOC100996455,1.3822904933723138e-05
FBXO32,1.3804598989656304e-05
MFSD14C,1.3787540768109872e-05
CADM2,1.3710389828778423e-05
LOC439933,1.3705723702285241e-05
LYPLA2P2,1.3703008792908365e-05
C6orf229,1.366852766218258e-05
ZNRF2P1,1.3667719821234682e-05
ANGPT2,1.3667452063450574e-05
LINC01140,1.362839391225918e-05
KIF9-AS1,1.3605334994318609e-05
NKAIN2,1.3567178401563739e-05
FAM19A5,1.3562166889680035e-05
C1orf198,1.3554533458750243e-05
TNF,1.353861792597761e-05
TMEM216,1.3526715890374297e-05
VCAN-AS1,1.344819947849488e-05
TMEFF1,1.3422967305685078e-05
CYB5R1,1.3421040228687825e-05
ERRFI1,1.34086357384447e-05
GUCY1A2,1.3407375496520549e-05
TSACC,1.3406727524487973e-05
PHLDA2,1.3406297397499476e-05
PMFBP1,1.3388089591854017e-05
KANK1,1.3386051388479323e-05
ZNF777,1.3350245158116436e-05
RANBP3L,1.33446007546757e-05
LOC100130950,1.3334993077492137e-05
GUCA1B,1.3334919181378577e-05
ADORA2A,1.3331659102353943e-05
FAM129C,1.332537653481175e-05
MMP14,1.3318252394480075e-05
MAFG-AS1,1.3307578976850917e-05
SFRP2,1.3277691378879657e-05
MSX2,1.327700828590242e-05
KCNN4,1.3271350651025698e-05
PARS2,1.326641089640478e-05
MED27,1.326260465684302e-05
TNRC17,1.3189129358242929e-05
PNMA1,1.3175628095975251e-05
CR1L,1.3164223290508297e-05
MIB2,1.3157927852532385e-05
PCSK5,1.3138600543720976e-05
LY6G6E,1.3079723120477918e-05
FRMD5,1.3042851701014321e-05
FAM185BP,1.3042705307756275e-05
PPFIA3,1.2957911347980627e-05
CNTNAP1,1.2938509876555497e-05
C11orf80,1.2924421559226024e-05
EOGT,1.291460582424173e-05
FABP4,1.2906784536667257e-05
LINC00513,1.2855249262926937e-05
KIAA1456,1.285289841033433e-05
ITGA7,1.281581299448146e-05
TIGD7,1.276096550779585e-05
TTC23,1.2732108556172182e-05
SPATS2L,1.2720097938861375e-05
KCNV1,1.2672683838072123e-05
TMEM156,1.2640844121608174e-05
SLC30A4,1.263470916929895e-05
SPDYE1,1.2617092775794335e-05
ST3GAL5,1.2584960278266384e-05
CD247,1.2545386309106263e-05
GZMA,1.2541585541071534e-05
RPH3AL,1.2539698772501663e-05
ANOS1,1.2528646068911214e-05
TMOD1,1.2465810259883512e-05
CLDN15,1.2422749787965297e-05
TMCO4,1.2353808602299822e-05
RADIL,1.234930045544535e-05
LOC106660606,1.233145652236175e-05
FAM118B,1.2269017322508015e-05
PLPP1,1.2244538151284245e-05
PCDHGA5,1.2241080574345256e-05
SCNN1D,1.2238719488607466e-05
SOX21-AS1,1.2214577564107136e-05
PRKRA,1.220008560416794e-05
ATP6V0D2,1.2182534214683035e-05
FAM45BP,1.2134983851107947e-05
PMS2P7,1.209918689113625e-05
SNORD45C,1.2083475769649635e-05
DCBLD1,1.2079380714635159e-05
BRAF,1.2000542056001676e-05
NUDT17,1.1971587850690542e-05
EIF2AK3,1.196799854656075e-05
ZNF223,1.196657877179823e-05
MILR1,1.1933805475482229e-05
ITPRIP,1.1852516839891903e-05
PRSS33,1.1817794018668278e-05
C18orf65,1.1791327665570628e-05
IL5RA,1.1718271228625653e-05
HGD,1.1681307382533598e-05
RPL17-C18orf32,1.1666514967628176e-05
RTN4RL2,1.1631234509358006e-05
GATS,1.160824669498876e-05
IRGM,1.1579712070741435e-05
COL10A1,1.1563985380006184e-05
KBTBD6,1.1494373274308615e-05
RHCE,1.148721634392844e-05
CD40LG,1.146683395415972e-05
CTDP1,1.1455671448595398e-05
EPB41L3,1.1419024239135449e-05
CDC14A,1.1415387974082963e-05
ZNF112,1.1374580964200551e-05
IRF4,1.1256128802565763e-05
ARHGEF10,1.1229299995753491e-05
ACTRT3,1.1195354748206832e-05
SYCE3,1.1157416418772918e-05
ZNF502,1.114998049882309e-05
LAT,1.1013964924295996e-05
COL18A1,1.0969631273716968e-05
TLR5,1.0941136632680079e-05
SNORA18,1.0867391576023938e-05
PAPSS2,1.0815505333926487e-05
UVSSA,1.0797864665261381e-05
TNFRSF21,1.077441380320776e-05
SLC45A3,1.0749108117025364e-05
HOXA-AS3,1.07092459182426e-05
SPATA20,1.0689188585872677e-05
HOXA6,1.0664181833530278e-05
CHST6,1.0610146952617965e-05
PKD1P5-LOC105376752,1.0548943699593745e-05
SAP30L-AS1,1.053463655075246e-05
RNU5E-1,1.0496500402405218e-05
BEND6,1.0486783343050484e-05
ZG16B,1.0484788801200274e-05
ZNF213,1.0343243642468103e-05
MOB3C,1.0294427055487842e-05
FKBP1B,1.0261001167147854e-05
LOC105370489,1.021537579909357e-05
ENPP1,1.0201955406826887e-05
ITPRIPL1,1.0106460076924652e-05
